gender,人口,時間軸（年月日現在）,,全国・都道府県,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85歳以上
男女計,総人口,2024年10月1日現在,,福井県,739,25,29,33,35,33,32,34,39,43,50,55,48,47,48,54,50,38,45
男女計,総人口,2024年10月1日現在,,山梨県,791,24,29,32,36,40,36,36,40,44,52,60,56,53,52,58,53,42,48
男女計,総人口,2024年10月1日現在,,長野県,"1,987",62,75,85,90,81,81,88,100,114,139,154,136,127,127,142,138,111,135
男女計,総人口,2024年10月1日現在,,岐阜県,"1,916",59,73,85,91,94,86,86,97,110,132,150,130,121,118,136,134,103,110
男女計,総人口,2024年10月1日現在,,静岡県,"3,527",106,133,153,161,158,156,166,189,212,246,279,245,223,222,250,239,189,201
男女計,総人口,2024年10月1日現在,,愛知県,"7,460",262,309,336,349,407,430,419,439,475,538,615,518,435,383,424,439,346,336
男女計,総人口,2024年10月1日現在,,三重県,"1,711",54,65,74,79,81,79,81,90,100,118,136,118,109,105,118,116,91,98
男女計,総人口,2024年10月1日現在,,滋賀県,"1,402",51,60,67,70,75,73,71,79,88,101,110,91,83,79,88,85,63,67
男女計,総人口,2024年10月1日現在,,京都府,"2,520",75,91,101,114,151,145,124,129,145,174,201,171,149,137,161,174,136,143
男女計,総人口,2024年10月1日現在,,大阪府,"8,757",290,325,353,380,491,526,483,486,523,610,733,626,513,443,517,555,457,446
男女計,総人口,2024年10月1日現在,,兵庫県,"5,337",175,208,232,244,261,248,250,278,315,372,434,376,333,315,355,361,281,299
男女計,総人口,2024年10月1日現在,,奈良県,"1,285",39,48,54,60,61,53,54,63,72,85,101,90,81,80,94,96,77,77
男女計,総人口,2024年10月1日現在,,和歌山県,880,27,32,37,39,35,33,37,43,49,57,68,61,59,60,67,66,52,59
男女計,総人口,2024年10月1日現在,,鳥取県,531,18,22,23,24,22,21,23,27,32,36,37,32,34,37,41,37,27,37
男女計,総人口,2024年10月1日現在,,島根県,642,21,26,28,29,26,25,28,32,36,42,44,38,40,44,51,47,34,50
男女計,総人口,2024年10月1日現在,,岡山県,"1,831",62,72,80,84,94,92,88,97,106,125,139,114,107,111,124,128,97,112
男女計,総人口,2024年10月1日現在,,広島県,"2,714",90,109,123,126,131,129,132,146,162,190,216,178,160,159,183,187,140,155
男女計,総人口,2024年10月1日現在,,山口県,"1,281",38,47,53,57,55,51,53,61,71,85,96,81,78,85,102,101,77,90
男女計,総人口,2024年10月1日現在,,徳島県,685,20,24,27,28,28,28,28,34,40,46,50,44,44,50,57,53,38,48
男女計,総人口,2024年10月1日現在,,香川県,917,29,35,40,41,41,38,41,48,54,65,71,58,55,59,67,69,48,58
男女計,総人口,2024年10月1日現在,,愛媛県,"1,276",38,47,54,56,51,51,55,64,73,87,96,83,82,88,101,96,70,87
男女計,総人口,2024年10月1日現在,,高知県,656,18,23,26,28,26,25,26,31,36,45,49,41,43,45,53,53,39,50
男女計,総人口,2024年10月1日現在,,福岡県,"5,092",183,216,233,235,277,274,263,288,325,357,376,317,292,300,345,312,232,267
男女計,総人口,2024年10月1日現在,,佐賀県,788,28,34,38,39,37,33,35,41,47,52,53,48,50,54,61,50,38,49
男女計,総人口,2024年10月1日現在,,長崎県,"1,252",41,51,57,57,49,47,52,62,70,80,86,81,85,92,104,88,65,84
男女計,総人口,2024年10月1日現在,,熊本県,"1,697",61,73,80,79,77,73,77,90,101,110,112,104,108,117,129,110,83,113
男女計,総人口,2024年10月1日現在,,大分県,"1,085",34,42,47,49,48,44,47,55,63,73,76,67,67,75,86,79,59,74
男女計,総人口,2024年10月1日現在,,宮崎県,"1,033",36,44,50,48,41,40,44,52,61,69,70,62,67,75,83,72,52,70
男女計,総人口,2024年10月1日現在,,鹿児島県,"1,532",53,65,73,70,62,60,65,78,91,97,99,94,103,117,125,100,76,106
男女計,総人口,2024年10月1日現在,,沖縄県,"1,466",69,80,83,79,74,75,79,90,96,102,106,91,88,90,93,60,48,65
男女計,日本人人口,2020年10月1日現在,,全国,"123,399","4,458","5,037","5,315","5,619","5,916","5,951","6,363","7,229","8,260","9,679","8,569","7,809","7,353","8,170","9,140","7,031","5,382","6,117"
男女計,日本人人口,2020年10月1日現在,,北海道,"5,188",162,189,204,222,221,223,246,287,338,391,348,342,338,399,423,310,250,295
男女計,日本人人口,2020年10月1日現在,,青森県,"1,232",38,44,49,53,45,47,54,65,77,86,83,85,90,102,103,75,63,74
男女計,日本人人口,2020年10月1日現在,,岩手県,"1,203",37,45,50,53,44,47,54,65,75,83,77,80,86,97,95,72,64,80
男女計,日本人人口,2020年10月1日現在,,宮城県,"2,280",79,92,97,110,116,109,122,141,158,171,148,143,147,164,160,115,94,114
男女計,日本人人口,2020年10月1日現在,,秋田県,956,25,31,36,37,30,32,39,49,58,63,58,65,73,84,85,61,57,73
男女計,日本人人口,2020年10月1日現在,,山形県,"1,061",34,41,45,47,40,41,49,58,66,70,64,69,76,86,84,61,55,75
男女計,日本人人口,2020年10月1日現在,,福島県,"1,819",61,70,76,82,72,78,89,101,115,126,115,122,133,147,138,100,84,109
男女計,日本人人口,2020年10月1日現在,,茨城県,"2,802",95,112,122,131,125,123,138,161,185,218,189,175,179,209,220,167,121,132
男女計,日本人人口,2020年10月1日現在,,栃木県,"1,891",65,76,83,87,80,84,97,112,129,148,127,119,124,143,147,104,77,90
男女計,日本人人口,2020年10月1日現在,,群馬県,"1,880",63,74,83,90,82,81,88,103,123,147,129,118,116,136,151,114,83,99
男女計,日本人人口,2020年10月1日現在,,埼玉県,"7,159",256,290,308,328,364,359,374,427,496,604,528,450,400,454,530,427,298,268
男女計,日本人人口,2020年10月1日現在,,千葉県,"6,122",216,244,262,280,310,303,319,365,419,507,445,381,344,392,459,367,259,249
男女計,日本人人口,2020年10月1日現在,,東京都,"13,484",505,516,503,533,783,896,880,947,"1,017","1,145","1,033",868,691,685,797,643,497,545
男女計,日本人人口,2020年10月1日現在,,神奈川県,"9,007",323,361,380,408,489,476,480,547,634,768,710,594,488,515,606,493,364,370
男女計,日本人人口,2020年10月1日現在,,新潟県,"2,185",71,85,92,97,87,88,103,119,141,156,141,139,146,170,176,127,108,139
男女計,日本人人口,2020年10月1日現在,,富山県,"1,017",34,38,43,46,41,42,46,53,65,81,68,63,62,72,89,65,49,62
男女計,日本人人口,2020年10月1日現在,,石川県,"1,117",41,46,50,55,56,50,53,61,73,88,74,68,67,74,91,65,47,59
男女計,日本人人口,2020年10月1日現在,,福井県,752,28,32,35,35,31,32,36,41,48,55,48,48,48,53,59,43,34,45
男女計,日本人人口,2020年10月1日現在,,山梨県,794,27,31,34,39,36,33,36,41,48,58,56,53,52,58,61,47,37,47
男女計,日本人人口,2020年10月1日現在,,長野県,"2,014",70,82,91,92,78,82,91,105,129,151,135,127,126,140,157,125,98,132
男女計,日本人人口,2020年10月1日現在,,岐阜県,"1,925",67,81,88,94,84,79,88,102,122,148,129,123,119,134,155,118,90,102
男女計,日本人人口,2020年10月1日現在,,静岡県,"3,541",124,146,159,160,143,153,174,199,229,273,244,227,222,248,276,216,164,185
男女計,日本人人口,2020年10月1日現在,,愛知県,"7,283",292,323,337,351,381,387,404,444,500,603,522,455,391,419,499,398,290,286
男女計,日本人人口,2020年10月1日現在,,三重県,"1,719",60,71,77,80,74,75,82,93,110,134,117,112,106,117,133,104,80,92
男女計,日本人人口,2020年10月1日現在,,滋賀県,"1,380",56,65,68,71,71,64,72,83,95,109,92,85,79,87,97,72,52,61
男女計,日本人人口,2020年10月1日現在,,京都府,"2,520",87,99,106,123,147,123,123,139,163,198,172,154,139,156,199,153,112,127
男女計,日本人人口,2020年10月1日現在,,大阪府,"8,595",312,342,363,398,461,449,457,495,570,714,637,541,451,504,629,522,383,367
男女計,日本人人口,2020年10月1日現在,,兵庫県,"5,357",196,225,239,251,250,236,261,299,348,428,380,343,317,350,410,321,236,265
男女計,日本人人口,2020年10月1日現在,,奈良県,"1,312",44,53,57,64,61,52,59,68,80,100,90,84,80,93,109,87,63,67
男女計,日本人人口,2020年10月1日現在,,和歌山県,916,30,36,39,40,35,36,42,47,54,67,61,61,60,67,77,60,46,57
男女計,日本人人口,2020年10月1日現在,,鳥取県,549,21,23,24,25,22,22,26,31,35,38,32,34,37,42,43,31,26,37
男女計,日本人人口,2020年10月1日現在,,島根県,662,24,28,29,30,25,26,30,35,40,45,38,39,44,50,56,39,34,50
男女計,日本人人口,2020年10月1日現在,,岡山県,"1,859",70,79,83,90,92,85,92,103,118,141,116,108,111,123,145,112,83,108
男女計,日本人人口,2020年10月1日現在,,広島県,"2,747",104,121,125,129,126,125,137,155,180,217,183,165,161,181,212,163,118,145
男女計,日本人人口,2020年10月1日現在,,山口県,"1,326",44,52,56,59,53,51,58,68,80,96,82,78,85,100,117,89,69,87
男女計,日本人人口,2020年10月1日現在,,徳島県,714,23,27,28,31,30,27,32,38,44,50,44,45,49,57,62,43,36,47
男女計,日本人人口,2020年10月1日現在,,香川県,937,33,39,41,43,37,38,44,52,62,72,59,56,59,67,79,55,43,57
男女計,日本人人口,2020年10月1日現在,,愛媛県,"1,322",44,53,57,58,51,52,60,70,82,97,83,84,88,100,112,81,65,85
男女計,日本人人口,2020年10月1日現在,,高知県,687,22,25,28,30,26,25,29,36,42,49,42,43,46,53,61,45,36,51
男女計,日本人人口,2020年10月1日現在,,福岡県,"5,055",204,227,231,240,258,247,268,310,344,377,323,298,302,345,368,265,206,244
男女計,日本人人口,2020年10月1日現在,,佐賀県,805,32,37,39,40,34,33,38,46,51,54,48,50,54,62,60,43,36,48
男女計,日本人人口,2020年10月1日現在,,長崎県,"1,303",49,56,59,58,48,50,59,69,77,87,81,85,93,107,105,74,64,82
男女計,日本人人口,2020年10月1日現在,,熊本県,"1,722",69,79,81,80,69,71,83,97,107,113,103,108,117,131,130,93,82,110
男女計,日本人人口,2020年10月1日現在,,大分県,"1,112",40,46,49,49,43,44,51,60,70,77,67,67,74,86,92,68,55,72
男女計,日本人人口,2020年10月1日現在,,宮崎県,"1,063",41,48,51,48,39,41,48,59,67,71,62,66,75,84,85,60,51,68
男女計,日本人人口,2020年10月1日現在,,鹿児島県,"1,577",61,72,74,71,57,60,72,88,95,99,93,101,116,129,120,85,77,105
男女計,日本人人口,2020年10月1日現在,,沖縄県,"1,447",77,83,82,78,69,73,83,93,98,107,93,89,91,96,76,52,49,57
男女計,日本人人口,2021年10月1日現在,,全国,"122,780","4,307","4,959","5,294","5,507","5,890","5,950","6,205","7,085","7,953","9,546","9,079","7,688","7,299","7,800","9,620","6,679","5,540","6,381"
男女計,日本人人口,2021年10月1日現在,,北海道,"5,147",156,185,202,218,219,220,239,280,324,388,365,332,335,378,443,304,255,305
男女計,日本人人口,2021年10月1日現在,,青森県,"1,216",36,43,48,52,44,45,51,64,74,86,85,82,89,98,110,71,63,77
男女計,日本人人口,2021年10月1日現在,,岩手県,"1,189",36,44,49,52,44,46,52,63,73,83,80,77,84,94,101,68,63,82
男女計,日本人人口,2021年10月1日現在,,宮城県,"2,269",76,91,97,105,118,110,119,138,154,171,157,138,144,158,174,110,95,117
男女計,日本人人口,2021年10月1日現在,,秋田県,941,24,30,35,37,29,31,37,47,56,63,61,61,72,81,91,58,55,75
男女計,日本人人口,2021年10月1日現在,,山形県,"1,048",33,40,44,47,40,40,47,56,64,70,66,65,74,83,91,58,54,76
男女計,日本人人口,2021年10月1日現在,,福島県,"1,799",58,69,74,81,69,76,86,100,111,126,120,116,130,143,152,94,84,111
男女計,日本人人口,2021年10月1日現在,,茨城県,"2,785",91,110,121,129,124,121,134,158,179,214,202,171,174,200,233,160,126,137
男女計,日本人人口,2021年10月1日現在,,栃木県,"1,880",62,75,82,87,79,83,94,110,124,146,134,116,120,137,157,101,79,92
男女計,日本人人口,2021年10月1日現在,,群馬県,"1,866",61,72,82,89,82,79,86,100,118,146,137,115,114,130,158,111,86,101
男女計,日本人人口,2021年10月1日現在,,埼玉県,"7,152",248,286,307,321,365,363,370,419,477,592,564,450,399,430,551,408,315,288
男女計,日本人人口,2021年10月1日現在,,千葉県,"6,114",210,241,260,274,310,306,315,359,404,496,477,379,343,373,478,351,273,266
男女計,日本人人口,2021年10月1日現在,,東京都,"13,459",483,517,508,517,779,908,862,927,988,"1,125","1,087",877,707,658,825,608,507,575
男女計,日本人人口,2021年10月1日現在,,神奈川県,"9,007",313,356,379,398,493,487,475,537,611,749,750,601,497,490,630,470,379,394
男女計,日本人人口,2021年10月1日現在,,新潟県,"2,161",68,82,91,95,86,87,98,117,135,156,148,134,142,162,190,121,107,143
男女計,日本人人口,2021年10月1日現在,,富山県,"1,008",33,38,42,45,40,42,44,52,62,80,73,61,61,68,93,62,49,64
男女計,日本人人口,2021年10月1日現在,,石川県,"1,111",39,46,49,54,56,50,52,59,69,87,79,66,66,71,95,62,48,62
男女計,日本人人口,2021年10月1日現在,,福井県,746,27,31,35,36,30,32,35,40,46,55,51,46,48,51,63,40,34,47
男女計,日本人人口,2021年10月1日現在,,山梨県,789,26,30,33,38,36,33,36,40,46,57,58,52,52,56,65,45,38,48
男女計,日本人人口,2021年10月1日現在,,長野県,"1,999",68,81,89,93,75,81,89,103,123,150,143,124,125,134,167,119,100,135
男女計,日本人人口,2021年10月1日現在,,岐阜県,"1,907",64,79,88,93,83,77,84,100,116,145,138,119,118,128,163,112,93,105
男女計,日本人人口,2021年10月1日現在,,静岡県,"3,515",118,143,158,161,139,150,168,195,220,269,259,221,219,237,292,205,169,192
男女計,日本人人口,2021年10月1日現在,,愛知県,"7,261",282,318,337,343,381,387,396,437,481,591,559,452,395,400,517,380,303,303
男女計,日本人人口,2021年10月1日現在,,三重県,"1,705",58,69,76,80,72,74,80,91,105,132,125,109,105,112,141,99,82,95
男女計,日本人人口,2021年10月1日現在,,滋賀県,"1,377",54,64,68,70,71,64,70,81,92,109,99,83,79,84,103,69,54,63
男女計,日本人人口,2021年10月1日現在,,京都府,"2,505",84,97,105,117,147,126,120,135,156,195,183,154,138,147,207,145,117,134
男女計,日本人人口,2021年10月1日現在,,大阪府,"8,565",305,336,361,384,463,456,450,488,544,695,680,543,455,473,652,485,402,392
男女計,日本人人口,2021年10月1日現在,,兵庫県,"5,324",190,221,238,247,248,234,253,293,333,419,404,340,315,333,430,303,245,278
男女計,日本人人口,2021年10月1日現在,,奈良県,"1,302",43,52,57,62,61,51,57,67,77,98,96,83,79,88,115,81,66,71
男女計,日本人人口,2021年10月1日現在,,和歌山県,907,30,35,38,40,34,35,40,46,52,66,64,59,59,64,81,56,48,59
男女計,日本人人口,2021年10月1日現在,,鳥取県,544,20,23,24,25,22,21,25,30,34,38,34,32,36,41,46,29,26,37
男女計,日本人人口,2021年10月1日現在,,島根県,655,23,28,29,30,24,25,29,34,39,45,40,37,43,48,60,37,33,51
男女計,日本人人口,2021年10月1日現在,,岡山県,"1,847",68,78,83,88,92,85,89,102,112,139,125,106,108,117,151,107,86,111
男女計,日本人人口,2021年10月1日現在,,広島県,"2,729",101,118,126,127,126,124,133,152,172,214,196,161,159,171,222,156,123,150
男女計,日本人人口,2021年10月1日現在,,山口県,"1,312",43,51,56,58,53,50,56,67,77,95,88,75,82,95,123,84,71,89
男女計,日本人人口,2021年10月1日現在,,徳島県,706,22,26,28,30,29,27,30,37,42,50,47,43,47,55,67,41,36,48
男女計,日本人人口,2021年10月1日現在,,香川県,930,33,38,41,43,36,37,43,51,59,72,64,54,57,64,84,53,44,59
男女計,日本人人口,2021年10月1日現在,,愛媛県,"1,309",42,52,57,58,50,51,58,69,79,96,89,81,86,96,118,77,67,86
男女計,日本人人口,2021年10月1日現在,,高知県,680,21,25,27,29,25,24,27,34,40,50,44,41,45,50,64,43,36,52
男女計,日本人人口,2021年10月1日現在,,福岡県,"5,045",199,225,233,232,261,248,260,305,335,377,343,292,297,328,393,251,213,253
男女計,日本人人口,2021年10月1日現在,,佐賀県,800,32,36,39,39,33,33,37,45,50,54,50,48,53,60,65,40,36,49
男女計,日本人人口,2021年10月1日現在,,長崎県,"1,288",47,55,58,58,46,48,56,67,75,87,84,81,90,102,113,70,65,84
男女計,日本人人口,2021年10月1日現在,,熊本県,"1,712",67,78,81,80,69,70,79,95,105,114,106,103,114,128,140,89,82,112
男女計,日本人人口,2021年10月1日現在,,大分県,"1,102",39,45,49,49,43,43,49,59,68,77,71,64,72,82,99,64,56,74
男女計,日本人人口,2021年10月1日現在,,宮崎県,"1,054",40,47,51,48,37,40,46,57,64,72,65,63,72,82,92,56,52,70
男女計,日本人人口,2021年10月1日現在,,鹿児島県,"1,565",60,70,74,71,57,59,70,86,94,100,95,96,112,127,130,81,77,107
男女計,日本人人口,2021年10月1日現在,,沖縄県,"1,449",75,83,83,78,69,73,81,93,96,107,97,86,90,94,88,47,49,60
男女計,日本人人口,2022年10月1日現在,,全国,"122,031","4,163","4,865","5,239","5,418","5,837","5,938","6,074","6,935","7,712","9,276","9,257","7,935","7,347","7,463","9,284","6,994","5,719","6,573"
男女計,日本人人口,2022年10月1日現在,,北海道,"5,098",149,180,199,212,218,217,233,274,312,378,370,337,334,357,440,314,259,314
男女計,日本人人口,2022年10月1日現在,,青森県,"1,198",34,42,47,50,43,44,49,61,71,84,85,81,88,94,108,75,63,79
男女計,日本人人口,2022年10月1日現在,,岩手県,"1,173",34,43,48,50,43,44,50,60,70,82,80,77,83,90,101,70,63,84
男女計,日本人人口,2022年10月1日現在,,宮城県,"2,256",72,89,96,101,118,110,115,135,150,169,159,141,142,152,175,115,96,120
男女計,日本人人口,2022年10月1日現在,,秋田県,926,23,29,34,36,28,30,35,45,54,62,61,60,70,78,89,61,54,76
男女計,日本人人口,2022年10月1日現在,,山形県,"1,033",31,39,43,45,39,39,45,55,63,69,66,65,73,79,91,61,54,77
男女計,日本人人口,2022年10月1日現在,,福島県,"1,776",55,68,72,79,68,73,83,98,108,124,120,116,128,137,153,98,84,112
男女計,日本人人口,2022年10月1日現在,,茨城県,"2,767",88,107,119,126,124,120,130,154,174,209,207,176,171,191,229,169,132,141
男女計,日本人人口,2022年10月1日現在,,栃木県,"1,865",59,73,81,86,79,81,91,108,121,143,138,119,118,131,154,108,82,94
男女計,日本人人口,2022年10月1日現在,,群馬県,"1,850",59,70,80,87,81,78,84,98,113,141,140,119,113,123,153,117,90,103
男女計,日本人人口,2022年10月1日現在,,埼玉県,"7,136",241,282,303,317,361,366,368,411,463,570,579,473,404,409,526,425,333,306
男女計,日本人人口,2022年10月1日現在,,千葉県,"6,100",205,238,257,270,308,309,311,352,393,479,490,398,346,354,455,368,287,280
男女計,日本人人口,2022年10月1日現在,,東京都,"13,443",464,515,508,514,771,918,854,909,965,"1,096","1,103",922,732,639,782,632,523,596
男女計,日本人人口,2022年10月1日現在,,神奈川県,"8,991",304,350,376,393,486,496,471,525,591,723,760,634,513,470,601,487,397,414
男女計,日本人人口,2022年10月1日現在,,新潟県,"2,136",65,80,89,93,85,84,95,113,131,154,148,137,139,155,186,128,109,144
男女計,日本人人口,2022年10月1日現在,,富山県,998,32,37,41,45,40,41,43,50,59,77,75,63,61,65,85,68,52,65
男女計,日本人人口,2022年10月1日現在,,石川県,"1,102",38,45,48,53,56,49,51,58,66,85,81,69,66,68,88,68,51,62
男女計,日本人人口,2022年10月1日現在,,福井県,738,26,30,34,36,29,31,34,39,44,53,52,47,48,49,62,42,35,47
男女計,日本人人口,2022年10月1日現在,,山梨県,784,26,30,33,37,36,33,35,40,45,55,58,54,52,54,64,47,39,48
男女計,日本人人口,2022年10月1日現在,,長野県,"1,984",66,79,87,92,75,79,87,101,118,147,145,128,125,130,161,124,103,136
男女計,日本人人口,2022年10月1日現在,,岐阜県,"1,888",62,76,86,91,83,76,82,97,112,140,141,122,118,122,158,117,96,108
男女計,日本人人口,2022年10月1日現在,,静岡県,"3,484",113,139,155,159,139,147,162,191,213,261,263,228,219,227,284,214,175,197
男女計,日本人人口,2022年10月1日現在,,愛知県,"7,228",272,312,335,339,377,385,388,430,467,570,574,470,404,385,494,392,317,316
男女計,日本人人口,2022年10月1日現在,,三重県,"1,689",56,67,75,79,72,73,78,90,100,127,128,112,106,108,136,103,84,97
男女計,日本人人口,2022年10月1日現在,,滋賀県,"1,373",53,63,67,69,71,64,68,80,89,106,102,85,80,80,100,73,56,65
男女計,日本人人口,2022年10月1日現在,,京都府,"2,485",81,95,103,114,145,127,117,132,149,188,188,158,141,139,194,152,122,138
男女計,日本人人口,2022年10月1日現在,,大阪府,"8,524",298,331,357,376,459,461,445,481,525,664,697,568,470,447,613,500,421,413
男女計,日本人人口,2022年10月1日現在,,兵庫県,"5,287",184,217,236,243,245,231,246,287,322,404,413,350,320,319,410,317,256,287
男女計,日本人人口,2022年10月1日現在,,奈良県,"1,291",41,50,56,61,60,51,55,65,74,94,98,85,80,83,110,85,70,74
男女計,日本人人口,2022年10月1日現在,,和歌山県,896,29,34,38,40,33,34,39,46,50,63,65,60,59,61,78,58,49,60
男女計,日本人人口,2022年10月1日現在,,鳥取県,539,19,23,24,25,21,21,24,29,33,38,35,32,35,39,46,31,26,38
男女計,日本人人口,2022年10月1日現在,,島根県,648,23,27,29,30,24,25,28,33,38,44,41,37,42,46,58,40,33,52
男女計,日本人人口,2022年10月1日現在,,岡山県,"1,832",66,76,82,86,91,84,87,100,108,135,129,108,108,113,144,113,89,113
男女計,日本人人口,2022年10月1日現在,,広島県,"2,708",97,115,125,126,124,122,129,149,166,207,201,166,159,164,210,166,128,154
男女計,日本人人口,2022年10月1日現在,,山口県,"1,297",41,50,55,57,52,50,54,65,74,93,90,77,80,90,118,89,72,91
男女計,日本人人口,2022年10月1日現在,,徳島県,698,22,26,28,29,29,27,29,36,41,49,47,44,46,52,65,44,36,49
男女計,日本人人口,2022年10月1日現在,,香川県,920,31,37,41,42,36,36,41,49,56,70,66,55,56,61,79,58,45,59
男女計,日本人人口,2022年10月1日現在,,愛媛県,"1,294",41,50,56,57,49,50,56,67,76,94,91,81,85,91,115,82,67,88
男女計,日本人人口,2022年10月1日現在,,高知県,671,21,24,27,29,25,24,26,33,39,48,46,41,44,48,61,46,37,52
男女計,日本人人口,2022年10月1日現在,,福岡県,"5,030",194,222,233,229,260,250,255,298,329,372,352,299,296,313,384,266,219,261
男女計,日本人人口,2022年10月1日現在,,佐賀県,793,31,36,39,39,33,32,36,44,48,54,51,48,53,57,65,43,37,49
男女計,日本人人口,2022年10月1日現在,,長崎県,"1,272",45,54,58,57,46,46,54,65,73,85,84,81,89,97,112,74,65,85
男女計,日本人人口,2022年10月1日現在,,熊本県,"1,699",65,76,81,78,69,68,77,93,103,114,107,104,112,123,139,94,82,114
男女計,日本人人口,2022年10月1日現在,,大分県,"1,092",37,44,49,49,42,42,47,58,65,76,72,65,70,79,96,68,56,75
男女計,日本人人口,2022年10月1日現在,,宮崎県,"1,044",39,46,50,48,37,39,45,56,63,71,66,63,70,79,91,60,52,71
男女計,日本人人口,2022年10月1日現在,,鹿児島県,"1,550",58,69,74,69,57,58,67,83,92,100,95,96,108,123,132,84,76,108
男女計,日本人人口,2022年10月1日現在,,沖縄県,"1,446",74,82,83,77,69,72,79,92,95,107,99,87,90,92,91,49,49,62
男女計,日本人人口,2023年10月1日現在,,全国,"121,193","4,001","4,752","5,173","5,376","5,758","5,945","5,964","6,749","7,519","8,925","9,473","8,136","7,404","7,259","8,764","7,436","5,870","6,689"
男女計,日本人人口,2023年10月1日現在,,北海道,"5,041",142,175,195,208,214,215,226,265,302,366,378,340,335,341,424,332,262,320
男女計,日本人人口,2023年10月1日現在,,青森県,"1,177",32,41,45,48,42,43,48,59,69,81,85,82,86,91,105,80,62,79
男女計,日本人人口,2023年10月1日現在,,岩手県,"1,154",32,41,47,49,42,43,49,58,68,80,80,77,81,87,99,74,62,84
男女計,日本人人口,2023年10月1日現在,,宮城県,"2,239",69,86,94,101,116,110,112,130,147,166,163,142,141,147,170,124,97,122
男女計,日本人人口,2023年10月1日現在,,秋田県,909,21,28,33,35,28,29,34,43,52,61,61,59,68,75,87,64,53,76
男女計,日本人人口,2023年10月1日現在,,山形県,"1,018",30,37,42,45,38,38,43,53,61,69,67,64,71,77,89,65,53,76
男女計,日本人人口,2023年10月1日現在,,福島県,"1,751",52,67,71,77,66,70,80,95,105,121,121,115,125,133,149,106,84,112
男女計,日本人人口,2023年10月1日現在,,茨城県,"2,744",84,104,117,124,121,119,127,150,170,202,212,180,171,183,219,178,137,144
男女計,日本人人口,2023年10月1日現在,,栃木県,"1,848",56,71,79,85,79,79,87,105,118,138,142,121,117,126,149,116,85,95
男女計,日本人人口,2023年10月1日現在,,群馬県,"1,831",56,68,78,85,80,77,82,95,109,135,144,123,113,119,145,123,94,104
男女計,日本人人口,2023年10月1日現在,,埼玉県,"7,113",233,276,299,315,357,368,366,403,451,545,595,491,412,396,493,443,350,321
男女計,日本人人口,2023年10月1日現在,,千葉県,"6,081",198,233,254,268,306,312,307,345,384,459,502,414,353,342,427,385,301,291
男女計,日本人人口,2023年10月1日現在,,東京都,"13,448",445,508,510,517,768,935,854,887,947,"1,061","1,124",957,760,635,727,662,538,612
男女計,日本人人口,2023年10月1日現在,,神奈川県,"8,970",293,343,372,392,479,505,469,513,576,691,773,660,531,463,560,509,413,430
男女計,日本人人口,2023年10月1日現在,,新潟県,"2,107",62,77,88,92,82,83,92,110,126,150,151,138,137,149,178,138,109,144
男女計,日本人人口,2023年10月1日現在,,富山県,987,31,36,40,44,40,41,42,49,57,73,78,64,61,63,79,73,53,64
男女計,日本人人口,2023年10月1日現在,,石川県,"1,091",36,44,47,52,55,49,50,56,64,81,84,70,66,67,81,73,54,62
男女計,日本人人口,2023年10月1日現在,,福井県,729,25,30,33,35,29,30,33,38,43,51,53,47,48,48,58,46,36,46
男女計,日本人人口,2023年10月1日現在,,山梨県,776,25,29,32,36,36,33,34,39,44,53,59,54,52,53,61,49,40,48
男女計,日本人人口,2023年10月1日現在,,長野県,"1,965",64,77,86,91,75,78,85,99,114,142,148,130,125,127,152,132,106,136
男女計,日本人人口,2023年10月1日現在,,岐阜県,"1,868",60,74,85,89,83,75,79,94,108,134,144,125,119,119,147,126,99,109
男女計,日本人人口,2023年10月1日現在,,静岡県,"3,449",107,134,152,157,139,144,156,186,207,250,269,234,218,221,268,228,180,200
男女計,日本人人口,2023年10月1日現在,,愛知県,"7,195",261,305,331,339,372,385,382,421,456,545,589,488,416,376,459,416,328,327
男女計,日本人人口,2023年10月1日現在,,三重県,"1,669",54,65,74,78,71,72,75,87,97,121,130,113,107,105,127,110,86,98
男女計,日本人人口,2023年10月1日現在,,滋賀県,"1,367",51,61,67,69,70,65,67,78,87,103,105,87,81,79,95,78,59,66
男女計,日本人人口,2023年10月1日現在,,京都府,"2,465",77,93,102,112,140,129,115,128,144,180,194,163,143,136,177,162,127,141
男女計,日本人人口,2023年10月1日現在,,大阪府,"8,488",290,324,352,373,452,469,442,471,512,631,712,590,485,434,562,526,433,429
男女計,日本人人口,2023年10月1日現在,,兵庫県,"5,247",178,211,233,242,240,230,240,278,313,385,423,359,324,311,382,339,264,294
男女計,日本人人口,2023年10月1日現在,,奈良県,"1,279",40,49,55,60,59,50,53,64,72,89,100,87,80,80,102,90,73,75
男女計,日本人人口,2023年10月1日現在,,和歌山県,884,28,33,37,39,33,33,37,44,49,60,67,60,59,60,73,62,50,59
男女計,日本人人口,2023年10月1日現在,,鳥取県,532,19,22,24,24,21,21,23,28,32,37,36,32,35,38,44,34,26,37
男女計,日本人人口,2023年10月1日現在,,島根県,640,22,26,28,29,24,24,27,32,37,43,42,37,41,45,54,44,33,51
